zip,lat,lon,urban,records_2020,records_2021
6905,41.0883695,-73.542914,1,26,26
10001,40.7506364,-73.9971767,1,27,26
90270,33.9877293,-118.1865973,1,14,14
32082,30.1252263,-81.369578,1,11,11
90011,34.00709,-118.2586805,1,9,9
90012,34.0659747,-118.2386422,1,7,7
87111,35.143902,-106.4875047,1,6,5
10013,40.7201028,-74.0049013,1,6,5
98052,47.6822538,-122.1204505,1,5,5
6820,41.076202,-73.4800804,1,4,4
7306,40.7349239,-74.0718746,1,4,4
11373,40.7388426,-73.8785385,1,4,4
46011,40.1300988,-85.7607628,1,3,4
72364,35.2175357,-90.1892239,1,4,4
34741,28.3062991,-81.426933,1,4,4
33010,25.8332017,-80.2787199,1,4,4
33133,25.7286319,-80.2409945,1,4,4
21234,39.3934171,-76.5342276,1,3,4
73110,35.4611809,-97.3976417,1,3,4
94533,38.2807448,-122.0063799,1,3,3
75165,32.3733515,-96.7870853,1,3,3
27405,36.1153786,-79.7346414,1,3,3
37754,36.1390993,-84.0298007,1,3,3
85086,33.8161366,-112.1199706,1,2,3
85202,33.3797573,-111.8750177,1,3,3
54304,44.49279,-88.0673006,1,3,3
32712,28.7483162,-81.4797752,1,3,3
75006,32.9621408,-96.8985846,1,2,3
75013,33.1143268,-96.6939636,1,3,3
75038,32.8747756,-96.9968618,1,3,3
75060,32.7964826,-96.9548063,1,3,3
75068,33.175092,-96.9521253,1,3,3
75087,32.9439006,-96.4528754,1,3,3
30303,33.7532705,-84.3899375,1,3,3
30309,33.7998961,-84.3858005,1,1,3
6854,41.0839099,-73.426615,1,3,3
44128,41.4398709,-81.5385177,1,3,3
44142,41.3996616,-81.8343319,1,4,3
48105,42.3276344,-83.6964436,1,2,3
30606,33.9375526,-83.4249589,1,2,3
79925,31.7969504,-106.3568802,1,3,3
97030,45.5092032,-122.4334679,1,3,3
32003,30.0955841,-81.7101617,1,3,3
60050,42.3311469,-88.2951796,1,3,3
32225,30.3577559,-81.5058287,1,3,3
34753,28.5770777,-81.8859138,1,3,3
11221,40.6913401,-73.9278789,1,3,3
6360,41.5478603,-72.089488,1,3,3
85350,32.5612177,-114.6935475,1,3,3
47421,38.8634945,-86.4522299,1,3,3
33024,26.0263576,-80.2446326,1,3,3
30078,33.8610185,-84.0179928,1,2,3
89052,35.9551092,-115.0567376,1,4,3
89103,36.1118395,-115.2116682,1,3,3
11757,40.6890103,-73.3733275,1,3,3
73064,35.3687639,-97.7465558,1,2,3
94086,37.371642,-122.0231222,1,3,3
77077,29.7515622,-95.6153743,1,3,3
20147,39.0419474,-77.4781301,1,3,3
98003,47.3030569,-122.3177553,1,3,3
27040,36.1693118,-80.3930448,1,2,2
39564,30.4047703,-88.7712286,1,2,2
75149,32.7733689,-96.6188105,1,2,2
48506,43.067472,-83.6243923,1,2,2
43551,41.5179514,-83.5720038,1,2,2
94538,37.5013676,-121.956753,1,2,2
27502,35.7196313,-78.920175,1,2,2
31833,32.8428999,-85.0918453,1,2,2
92804,33.8182707,-117.9750189,1,1,2
37115,36.2580748,-86.6941807,1,2,2
92821,33.927561,-117.8870858,1,2,2
33880,27.9790547,-81.7799456,1,2,2
49512,42.8769951,-85.5220893,1,2,2
33905,26.667732,-81.7639495,1,1,2
91007,34.1282838,-118.0477319,1,2,2
85054,33.6785364,-111.9410953,1,2,2
36856,32.2744931,-84.997828,1,2,2
19124,40.017119,-75.0928144,1,2,2
85250,33.5344512,-111.8873536,1,3,2
14225,42.9289489,-78.7502727,1,2,2
70065,30.026672,-90.25345,1,2,2
78741,30.2304588,-97.7141981,1,2,2
19135,40.0221101,-75.048534,1,2,2
85255,33.6681878,-111.8225123,1,2,2
85257,33.4619423,-111.9163969,1,2,2
70115,29.9239298,-90.1024839,1,3,2
32714,28.6624875,-81.411607,1,2,2
91202,34.1683664,-118.2677709,1,2,2
78753,30.3820236,-97.6736384,1,2,2
19143,39.9425789,-75.2259051,1,0,2
34221,27.5810943,-82.5548031,1,2,2
32738,28.9051927,-81.1845368,1,2,2
32765,28.665112,-81.1962902,1,2,2
90805,33.8646171,-118.1805667,1,2,2
60005,42.06449,-87.9854615,1,2,2
60010,42.1464981,-88.1646544,1,1,2
32811,28.5210395,-81.4477315,1,2,2
32819,28.4537047,-81.4723726,1,2,2
32828,28.528711,-81.1640743,1,2,2
49024,42.206513,-85.6179965,1,2,2
91302,34.1233046,-118.6710251,1,2,2
91311,34.2924266,-118.6023168,1,2,2
75090,33.6041306,-96.5504052,1,2,2
75092,33.6520662,-96.7002633,1,2,2
70360,29.5786708,-90.8054017,1,2,2
18240,40.8647023,-75.8722743,1,2,2
98444,47.1530407,-122.4488314,1,2,2
13790,42.1653606,-76.001942,1,2,2
6850,41.1274228,-73.4452637,1,2,2
6855,41.0842401,-73.3949911,1,2,2
98512,46.9750027,-123.0636163,1,2,2
83642,43.5735068,-116.4010644,1,2,2
30324,33.8184052,-84.3581748,1,2,2
6907,41.1009178,-73.520517,1,2,2
96720,19.6598098,-155.2324728,1,2,2
77365,30.1103491,-95.2686615,1,2,2
93308,35.5942925,-118.9644113,1,2,2
87112,35.1006092,-106.5162754,1,2,2
96813,21.3165482,-157.8450525,1,2,2
25302,38.3931844,-81.5954704,1,2,2
19026,39.9503102,-75.3040416,1,2,2
87121,35.0890037,-106.8720726,1,1,2
87144,35.3252005,-106.705446,1,2,2
45069,39.3435217,-84.4123333,1,2,2
71601,34.17938,-91.8924825,1,2,2
96815,21.2734615,-157.8224438,1,2,2
78613,30.5039095,-97.8241803,1,2,2
43615,41.6502769,-83.6738217,1,1,2
1923,42.5741744,-70.9505165,1,2,2
33709,27.8168438,-82.7316206,1,1,2
48439,42.9163989,-83.6293743,1,2,2
43623,41.7029558,-83.6500771,1,2,2
48178,42.4437691,-83.656913,1,2,2
20602,38.5832476,-76.8947026,1,2,2
63901,36.7604203,-90.4605332,1,2,2
33764,27.9341123,-82.738984,1,2,2
37659,36.2802086,-82.4910686,1,2,2
85379,33.6021257,-112.3740412,1,2,2
44111,41.4582553,-81.7885891,1,2,2
44113,41.4832405,-81.6971658,1,2,2
60089,42.1672308,-87.964063,1,2,2
29631,34.6815934,-82.8177623,1,2,2
44212,41.244488,-81.8288419,1,1,2
91915,32.6231854,-116.9490527,1,2,2
29710,35.1062843,-81.2214708,1,1,2
54940,44.2203699,-88.842561,0,2,2
76123,32.6193435,-97.393958,1,2,2
7307,40.7508805,-74.0568543,1,2,2
34953,27.2496802,-80.3832363,1,1,2
77545,29.5373009,-95.4746146,1,2,2
1089,42.1254511,-72.6497341,1,2,2
95050,37.3511428,-121.9523083,1,0,2
70810,30.3454232,-91.0942933,1,2,2
10471,40.8987884,-73.9031302,1,1,2
77584,29.5450414,-95.3506921,1,2,2
53098,43.2537421,-88.7105838,1,2,2
95123,37.244238,-121.8316038,1,2,2
95148,37.3359977,-121.7776408,1,2,2
84118,40.6535166,-112.0134085,1,2,2
84123,40.6588956,-111.9216284,1,2,2
84319,41.6036094,-111.6678232,1,2,2
92503,33.8825837,-117.4422923,1,2,2
92530,33.6523146,-117.3755124,1,2,2
92557,33.9701934,-117.2593849,1,2,2
92563,33.580016,-117.1473602,1,2,2
27012,36.0024566,-80.3792914,1,2,2
29020,34.3139383,-80.5738063,1,2,2
10022,40.7586304,-73.9679488,1,2,2
29072,34.0022732,-81.27725,1,2,2
75704,32.4132013,-95.4442583,1,2,2
3102,43.011907,-71.4910626,1,2,2
10040,40.8583145,-73.9304937,1,0,2
95817,38.5505471,-121.4563726,1,2,2
97004,45.2549625,-122.4493774,1,2,2
35040,33.1029669,-86.7288936,1,2,2
95356,37.7184884,-121.0323573,1,2,2
21209,39.3731913,-76.6700026,1,3,2
55110,45.0899121,-93.0059877,1,1,2
29229,34.1372094,-80.8971334,1,1,2
29303,34.9949604,-81.9638626,1,2,2
28262,35.3220608,-80.7399718,1,2,2
28269,35.3373126,-80.8034723,1,2,2
19403,40.1486731,-75.3755055,1,2,2
44505,41.129242,-80.6221054,1,2,2
3801,43.0748116,-70.8054433,1,2,2
28314,35.0529217,-79.0293488,1,2,2
19464,40.2589278,-75.6158611,1,2,2
55305,44.9563464,-93.4280924,1,2,2
23821,36.8832,-77.9129439,0,2,2
58103,46.8561351,-96.8221054,1,2,2
21793,39.4936178,-77.3441217,1,2,2
8312,39.663736,-75.0775045,1,2,2
7094,40.781958,-74.0676485,1,1,2
37217,36.1086665,-86.6567223,1,2,2
37218,36.1622362,-86.8902396,1,2,2
46237,39.6711434,-86.0721097,1,2,2
60045,42.2359973,-87.864777,1,1,2
7076,40.6330286,-74.3728991,1,2,2
11206,40.7019538,-73.9423577,1,2,2
37323,35.0961827,-84.8165325,1,2,2
47960,40.7790147,-86.7510241,1,2,2
98037,47.8392142,-122.2854374,1,2,2
34711,28.5304958,-81.7533415,1,1,2
34715,28.6310406,-81.7260735,1,1,2
98101,47.610902,-122.3364219,1,2,2
60067,42.1063235,-88.0643368,1,2,2
28804,35.648378,-82.5638492,1,2,2
98198,47.3913188,-122.3149708,1,2,2
98201,48.0063109,-122.2100442,1,2,2
98104,47.6018832,-122.3294515,1,3,2
98109,47.6318633,-122.3442667,1,2,2
59718,45.5762553,-111.1180999,1,2,2
91325,34.2375194,-118.5177121,1,2,2
98226,48.7964889,-122.4458827,1,2,2
92320,33.9904704,-117.0521008,1,2,2
91331,34.2554415,-118.4213135,1,2,2
48214,42.3651159,-82.9876441,1,2,2
91360,34.2127171,-118.8821339,1,2,2
75227,32.76681,-96.6869,1,2,2
63049,38.4793855,-90.530809,1,2,2
61924,39.7861833,-87.6632515,0,2,2
80020,39.9307816,-105.0742866,1,2,2
61944,39.6008449,-87.7006432,1,2,2
70601,30.226792,-93.2154427,1,2,2
76137,32.859685,-97.291523,1,2,2
63110,38.6257958,-90.2669981,1,2,2
53704,43.135832,-89.3474798,1,2,2
76543,31.1491884,-97.6331128,1,2,2
76574,30.579327,-97.3886221,1,2,2
28092,35.485761,-81.2545581,1,2,2
74110,36.1882831,-95.9530827,1,2,2
80421,39.4609316,-105.5011988,0,2,2
11731,40.8626333,-73.3169298,1,1,2
46307,41.4024083,-87.3255247,1,2,2
46321,41.54691,-87.5045891,1,2,2
32907,28.0209469,-80.6797853,1,2,2
90001,33.9740265,-118.2495095,1,2,2
36116,32.2693063,-86.2015628,1,2,2
36117,32.3786955,-86.145018,1,1,2
60640,41.9728721,-87.6626039,1,1,2
43220,40.0491607,-83.0742602,1,2,2
43223,39.9284457,-83.0346579,1,2,2
43160,39.5265158,-83.441323,1,2,2
68820,41.1128993,-98.7014157,0,2,2
22182,38.9384211,-77.2755203,1,2,2
30058,33.7383504,-84.1073763,1,2,2
30083,33.7974122,-84.1979837,1,2,2
90024,34.0657396,-118.4350248,1,2,2
30103,34.3663359,-84.9175461,1,2,2
30116,33.5391179,-84.99561,1,2,2
30149,34.3097543,-85.2260148,1,1,2
77801,30.639285,-96.3624538,1,1,2
77803,30.6809752,-96.3861446,1,2,2
90047,33.9536168,-118.3084285,1,2,2
33324,26.1124848,-80.2749398,1,2,2
33334,26.1825525,-80.1337273,1,1,2
30024,34.0634855,-84.0910996,1,3,2
43015,40.2977827,-83.060168,1,3,2
89101,36.1725474,-115.1222335,1,2,2
10509,41.4108547,-73.5943395,1,2,2
90210,34.1005166,-118.4146299,1,2,2
33408,26.8408947,-80.0520984,1,2,2
32114,29.1923915,-81.0467604,1,2,2
32141,28.928813,-80.9190802,1,2,2
32159,28.9332031,-81.8985089,1,2,2
37040,36.5226327,-87.3349322,1,2,2
33139,25.7793905,-80.1515663,1,2,2
10566,41.2894828,-73.9168467,1,2,2
32207,30.289637,-81.6409661,1,2,2
32210,30.2665819,-81.7455258,1,2,2
11530,40.7268542,-73.6370085,1,2,2
89431,39.5403976,-119.7491106,1,2,2
21075,39.2030827,-76.7507208,1,2,2
10703,40.9598417,-73.88025,1,2,2
90401,34.0136661,-118.4937502,1,2,2
33441,26.3110979,-80.0978744,1,2,2
90660,33.9895238,-118.0892952,1,2,2
80013,39.6613971,-104.765662,1,1,2
40206,38.2598292,-85.7046452,1,2,2
33178,25.8354968,-80.4224809,1,2,2
48085,42.6040325,-83.122111,1,2,2
47118,38.2976263,-86.4966291,0,0,2
60193,42.009371,-88.0967252,1,2,2
7020,40.82465,-73.9737928,1,2,2
29414,32.839966,-80.089182,1,0,2
28429,34.3412113,-77.9002163,1,2,2
40219,38.1379091,-85.6926928,1,1,2
48101,42.2594735,-83.2103905,1,2,2
29445,32.9970058,-79.96665,1,2,2
60411,41.5087744,-87.5903141,1,2,2
83854,47.719876,-116.9699946,1,2,2
73052,34.8335353,-97.5890448,1,2,2
29568,33.9136164,-78.7502916,1,2,2
67450,38.6150158,-98.4513737,0,2,2
27560,35.8578746,-78.8276585,1,2,2
88203,33.4137185,-104.4357872,1,2,2
74017,36.3909268,-95.5876885,1,2,2
16115,40.7964941,-80.4635227,1,2,2
27607,35.8131064,-78.7211751,1,2,2
27703,35.9592722,-78.8068084,1,2,2
21237,39.3415368,-76.4952701,1,2,2
94015,37.6813125,-122.4806336,1,2,2
77040,29.8745748,-95.527099,1,2,2
8816,40.4291187,-74.4162867,1,2,2
18103,40.5703076,-75.4889263,1,2,2
70433,30.458227,-90.1360798,1,2,2
20121,38.8110335,-77.4629439,1,2,2
77081,29.712099,-95.4809349,1,2,2
36441,31.0393646,-87.2550446,1,2,2
20151,38.8956245,-77.4464969,1,2,2
77338,30.0080145,-95.2894313,1,2,2
92078,33.117091,-117.1807125,1,0,2
85716,32.2415403,-110.923201,1,1,2
85719,32.2467077,-110.9486561,1,2,2
43214,40.0517339,-83.0162692,1,2,2
92115,32.764998,-117.0736415,1,2,2
54601,43.8062426,-91.1406318,1,2,2
85016,33.5133903,-112.0292278,1,2,2
83201,42.9060201,-112.3736277,1,2,2
72758,36.2996651,-94.1372102,1,2,2
84047,40.6152301,-111.8907499,1,2,2
43465,41.5654721,-83.500302,1,1,1
94124,37.7288947,-122.3827787,1,1,1
95828,38.4887897,-121.3958378,1,1,1
33573,27.7228601,-82.3569228,1,1,1
37343,35.1665869,-85.2122574,1,1,1
37347,35.0634681,-85.6134179,1,1,1
61820,40.1078904,-88.2442664,1,1,1
61821,40.1096457,-88.2749032,1,1,1
53511,42.5542425,-89.0945352,1,1,1
2460,42.351824,-71.2084904,1,1,1
42029,37.0064721,-88.3919601,1,1,1
48505,43.0703107,-83.6861174,1,1,1
27103,36.0582299,-80.3214959,1,1,1
27127,36.0207083,-80.2798166,1,1,1
43512,41.3033782,-84.3582793,1,1,1
73122,35.520484,-97.6134401,1,1,1
94158,37.769893,-122.3870114,1,0,1
39565,30.5870947,-88.7444625,1,1,1
95843,38.7154633,-121.363422,1,1,1
37355,35.4997867,-86.0838331,1,1,1
33604,28.0171543,-82.4553503,1,1,1
70501,30.2418322,-91.9910394,1,1,1
42053,37.1126477,-88.8778228,0,0,1
27214,36.206055,-79.671126,1,1,1
27263,35.9115216,-79.9367987,1,1,1
27284,36.1193332,-80.0773421,1,1,1
27295,35.8717669,-80.3101798,1,1,1
27299,35.7523237,-80.3861487,1,1,1
73160,35.3324382,-97.4752173,1,2,1
94510,38.0978105,-122.1364594,1,1,1
95916,39.6655389,-121.3519555,0,0,1
95917,39.4096859,-121.7566527,1,1,1
95926,39.7456276,-121.8438342,1,0,1
95936,39.6053832,-120.811013,0,1,1
37722,35.8148979,-83.2025262,0,1,1
2601,41.6560375,-70.296764,1,1,1
75161,32.7384708,-96.1691657,1,1,1
70506,30.195483,-92.0813268,1,1,1
70510,29.8946123,-92.193173,1,1,1
48601,43.4059471,-83.8939978,1,1,1
42066,36.7325322,-88.6398816,1,1,1
27312,35.7564045,-79.2097895,1,1,1
27313,35.931448,-79.7580594,1,1,1
27406,36.0004569,-79.7639417,1,1,1
43606,41.6731356,-83.6114138,1,1,1
41339,37.5161928,-83.2691145,1,1,1
72002,34.6607945,-92.5275121,1,0,1
94552,37.7227186,-122.0215561,1,1,1
94565,38.0145762,-121.906255,1,1,1
94566,37.6483729,-121.8499637,1,1,1
39601,31.5632944,-90.4710824,1,1,1
48842,42.6335217,-84.5380755,1,1,1
96003,40.7519368,-122.2306778,1,1,1
23111,37.6135508,-77.2430187,1,1,1
43812,40.2638395,-81.8809148,1,1,1
33837,28.1947722,-81.5875102,1,1,1
33844,28.0895784,-81.5893832,1,1,1
2673,41.6556371,-70.2472397,1,1,1
80504,40.163388,-105.030087,1,1,1
75189,32.9420498,-96.3116685,1,1,1
75856,31.1888984,-95.2557389,0,1,1
75862,30.9647278,-95.3258947,1,1,1
27407,36.0086831,-79.8781293,1,1,1
27408,36.1036674,-79.8137118,1,1,1
27410,36.1175232,-79.8942388,1,1,1
31820,32.5794135,-84.8246823,1,1,1
27514,35.966756,-79.0521355,1,1,1
41501,37.5143552,-82.5089008,1,1,1
94574,38.527705,-122.437122,1,1,1
94577,37.7132752,-122.1673495,1,1,1
94578,37.7064344,-122.1253029,1,1,1
94587,37.6031552,-122.018639,1,1,1
94591,38.1228693,-122.1968632,1,1,1
94596,37.8890984,-122.0375531,1,1,1
39648,31.1893775,-90.3842168,1,1,1
42701,37.7036859,-85.8371108,1,1,1
92708,33.7105823,-117.951129,1,1,1
92780,33.7340083,-117.8191646,1,1,1
92782,33.7397192,-117.7846975,1,1,1
92808,33.8564689,-117.7401751,1,1,1
23113,37.5398088,-77.6797428,1,1,1
33870,27.5069295,-81.4084559,1,1,1
75935,31.7325131,-94.1912898,1,1,1
42101,37.0580968,-86.4630612,1,1,1
27517,35.8491648,-79.0249995,1,0,1
31907,32.4820373,-84.9014746,1,1,1
56073,44.3048297,-94.4647452,1,1,1
94605,37.7614085,-122.1501983,1,1,1
94607,37.8072155,-122.3014973,1,1,1
94608,37.8368441,-122.2891434,1,0,1
94901,37.9781379,-122.4976106,1,1,1
20171,38.9237795,-77.3965458,1,1,1
43115,39.4917472,-83.1511418,0,1,1
20175,39.0644337,-77.6038459,1,1,1
37122,36.1783482,-86.48658,1,1,1
92833,33.8793192,-117.9617343,1,1,1
92882,33.8441339,-117.6086696,1,1,1
92886,33.896324,-117.7965609,1,1,1
93010,34.2278878,-119.0795532,1,1,1
43907,40.2484486,-81.0196589,1,0,1
23150,37.5011407,-77.2525808,1,1,1
43913,40.2681835,-80.6376124,1,0,1
37803,35.6608423,-83.9813892,1,1,1
37813,36.1751355,-83.2570241,1,1,1
33903,26.6799758,-81.9066402,1,1,1
75965,31.723324,-94.6285921,1,1,1
75975,31.8971375,-94.413785,0,1,1
76002,32.6218963,-97.0935088,1,1,1
76006,32.7849315,-97.0999145,1,1,1
56093,44.0625663,-93.5197621,1,1,1
72034,35.0499215,-92.4860492,1,1,1
97478,44.0891223,-122.8422781,1,0,1
12188,42.8212157,-73.6955252,1,1,1
94925,37.9318458,-122.5077378,1,1,1
49507,42.9306586,-85.6551759,1,1,1
49508,42.8750935,-85.619304,1,1,1
59715,45.825929,-110.8980316,1,0,1
43125,39.8380522,-82.8879408,1,1,1
20194,38.9810409,-77.3407847,1,1,1
37129,35.9325263,-86.4426482,1,1,1
43933,39.9352265,-80.8958001,0,0,1
37830,35.9664826,-84.2905489,1,1,1
33909,26.6932013,-81.9451257,1,1,1
14202,42.8814929,-78.8774839,1,1,1
76022,32.8306587,-97.1451628,1,1,1
76049,32.4598155,-97.7069753,1,1,1
49085,42.0542772,-86.4626001,1,1,1
12204,42.6915162,-73.7337511,1,1,1
12207,42.6583981,-73.7459517,1,1,1
76708,31.6271228,-97.2158927,1,1,1
76710,31.5397227,-97.1950094,1,1,1
17013,40.2426858,-77.1972839,1,1,1
64024,39.3272137,-94.2272683,1,1,1
85021,33.5594209,-112.0928747,1,1,1
85027,33.6797612,-112.0925291,1,1,1
85032,33.6259203,-112.0025027,1,1,1
85034,33.4297008,-112.0143469,1,1,1
85044,33.343013,-112.0202211,1,0,1
14210,42.8626569,-78.8287681,1,1,1
14211,42.9067308,-78.8198911,1,0,1
14214,42.9395763,-78.840793,1,1,1
14215,42.9353385,-78.8106806,1,1,1
6606,41.2121097,-73.2066729,1,1,1
6611,41.2678613,-73.2136914,1,1,1
6615,41.1716141,-73.13216,1,1,1
2747,41.6647107,-71.0156985,1,1,1
2766,41.9653413,-71.1817803,1,0,1
70002,30.012496,-90.1625108,1,1,1
12305,42.8120107,-73.9503424,1,1,1
54220,44.1018046,-87.722805,1,1,1
90814,33.7716163,-118.1436272,1,0,1
85297,33.277771,-111.7314544,1,1,1
64050,39.1157866,-94.4105688,1,1,1
64052,39.0734153,-94.4502362,1,1,1
64055,39.0508472,-94.3979979,1,1,1
19116,40.1155695,-75.0132755,1,1,1
19122,39.9777459,-75.1458998,1,1,1
53826,43.1137258,-90.9247552,0,1,1
85051,33.558759,-112.1324977,1,1,1
85119,33.4097074,-111.5019651,1,1,1
85123,32.7153008,-111.698062,1,1,1
14220,42.8457384,-78.8220761,1,1,1
14221,42.9844813,-78.7227613,1,1,1
36830,32.5386118,-85.489708,1,1,1
60491,41.6026976,-87.9626049,1,1,1
35749,34.8222121,-86.7578714,1,1,1
21001,39.5044917,-76.2010478,1,1,1
23451,36.8651264,-76.0058274,1,1,1
69357,42.0763767,-103.8122075,1,1,1
85304,33.5997388,-112.1782763,1,1,1
85306,33.6245562,-112.1765893,1,1,1
78666,29.8801625,-97.9661644,1,1,1
78701,30.2705689,-97.7425893,1,2,1
78703,30.2932682,-97.7660504,1,1,1
12845,43.4240478,-73.7127399,1,2,1
19130,39.9679353,-75.1760727,1,1,1
34142,26.3427502,-81.3132876,1,0,1
85193,32.8028158,-111.818167,1,1,1
85212,33.3226718,-111.6301258,1,1,1
85233,33.353505,-111.811432,1,1,1
14424,42.8563575,-77.3034967,1,1,1
14428,43.0805171,-77.8535675,1,1,1
15904,40.3126635,-78.8395697,1,1,1
53045,43.0588888,-88.1525198,1,1,1
60504,41.7474472,-88.2386281,1,1,1
32640,29.5788018,-82.0863396,0,1,1
32643,29.8267109,-82.6342106,1,1,1
21015,39.5441757,-76.292469,1,1,1
54301,44.480778,-88.0160633,1,1,1
54302,44.5076529,-87.9768278,1,1,1
33972,26.6492799,-81.616279,1,1,1
23455,36.8929973,-76.1471083,1,1,1
54311,44.4803185,-87.8920824,1,1,1
33974,26.562706,-81.6019253,1,1,1
23456,36.7369537,-76.0359871,1,1,1
91042,34.3226176,-118.2375703,1,1,1
78727,30.4299366,-97.717796,1,1,1
12901,44.7036515,-73.4726692,1,0,1
34202,27.4067102,-82.3898393,1,1,1
85262,33.834958,-111.8060421,1,1,1
89521,39.3853217,-119.6920702,1,1,1
32701,28.6656239,-81.3703557,1,1,1
32708,28.6871047,-81.2734453,1,1,1
32713,28.8837303,-81.3252873,1,1,1
7631,40.8911966,-73.972515,1,1,1
23462,36.8373127,-76.1505139,1,1,1
23464,36.7969165,-76.1876305,1,1,1
33982,26.9105344,-81.7671959,1,1,1
33991,26.6250367,-82.0235829,1,1,1
78748,30.1664345,-97.8233898,1,1,1
78756,30.3222235,-97.7401686,1,1,1
78758,30.3879866,-97.7068484,1,1,1
58579,47.1794209,-100.7383665,0,1,1
19145,39.9095823,-75.1984052,1,0,1
19146,39.9394957,-75.1841456,1,1,1
19147,39.9353273,-75.1524887,1,1,1
34219,27.5764708,-82.2992182,1,1,1
85266,33.7664604,-111.9180514,1,1,1
90746,33.8592309,-118.2523119,1,1,1
89705,39.1116724,-119.8605615,1,1,1
15963,40.2277731,-78.7592515,1,1,1
53072,43.0816107,-88.270874,1,1,1
70118,29.9447085,-90.1256745,1,0,1
70119,29.9751367,-90.0869437,1,1,1
70122,30.0134374,-90.0627977,1,1,1
70123,29.9499885,-90.2055585,1,1,1
32746,28.7713735,-81.3530864,1,1,1
32751,28.6304004,-81.365046,1,1,1
32773,28.7548904,-81.2468994,1,1,1
32776,28.820155,-81.5088937,1,1,1
32778,28.7734576,-81.7301921,1,1,1
32789,28.5991883,-81.3522731,1,1,1
32792,28.6100963,-81.2983423,1,1,1
32809,28.4621456,-81.3859589,1,1,1
8096,39.8259396,-75.1268148,1,1,1
64111,39.0575801,-94.5938789,1,1,1
64116,39.1488109,-94.5752418,1,0,1
64119,39.2099666,-94.5146651,1,1,1
34288,27.0536,-82.113335,1,1,1
90804,33.7816856,-118.148365,1,1,1
90808,33.8239432,-118.1113355,1,1,1
90813,33.7822587,-118.1967927,1,1,1
75002,33.0898539,-96.6086003,1,1,1
75007,33.0052617,-96.8967417,1,2,1
75019,32.9634172,-96.984664,1,1,1
75020,33.7707853,-96.6040614,1,1,1
75034,33.1487801,-96.8598047,1,1,1
75035,33.157388,-96.778665,1,1,1
75043,32.8574467,-96.5757984,1,1,1
35007,33.215623,-86.797656,1,1,1
35010,32.9167188,-85.940589,1,1,1
60013,42.2235121,-88.2357498,1,1,1
70301,29.8083279,-90.7502675,1,1,1
70345,29.5484158,-90.2590203,1,1,1
32812,28.4840916,-81.322557,1,1,1
32818,28.5900598,-81.4938483,1,1,1
32821,28.3858884,-81.4762103,1,1,1
32836,28.4056815,-81.5164371,1,1,1
32839,28.4880695,-81.4072083,1,1,1
49022,42.1121272,-86.3590479,1,1,1
91306,34.209532,-118.577563,1,1,1
85331,33.8788982,-111.912563,1,1,1
49028,41.851471,-85.1902338,0,1,1
65265,39.2033734,-91.8853706,1,1,1
18232,40.8330333,-75.884397,1,1,1
18235,40.8296415,-75.6983709,1,1,1
60655,41.6947762,-87.7037764,1,1,1
60657,41.9402931,-87.6468523,1,1,1
60659,41.9914885,-87.7039859,1,1,1
60706,41.9642573,-87.8162416,1,1,1
14530,42.7399104,-77.9987459,1,1,1
44514,41.0006139,-80.606448,1,1,1
62703,39.7624324,-89.6298382,1,1,1
44515,41.1028957,-80.7612753,1,1,1
75069,33.1782412,-96.5902278,1,1,1
75070,33.1719304,-96.696261,1,1,1
35023,33.4678428,-87.0881938,1,1,1
55734,47.3522727,-92.4442647,1,1,1
30228,33.4041467,-84.30735,1,1,1
26836,38.9982396,-78.9751135,1,1,1
25560,38.4441127,-81.901732,1,1,1
14551,43.2181139,-77.0494024,1,1,1
98433,47.1083495,-122.5856449,1,1,1
98445,47.1398942,-122.4098843,1,1,1
13057,43.1019546,-76.0379192,1,1,1
17044,40.5772374,-77.594258,1,1,1
17055,40.1830566,-77.0052206,1,1,1
75647,32.5146338,-94.9532866,1,1,1
2861,41.8786026,-71.3531307,1,1,1
30269,33.391887,-84.5706555,1,1,1
53172,42.9119976,-87.8596637,1,1,1
61614,40.7591363,-89.6041228,1,1,1
46725,41.1485436,-85.475768,1,1,1
93060,34.4023434,-119.0948245,1,1,1
93101,34.4189788,-119.7091664,1,1,1
93111,34.4491845,-119.804782,1,1,1
44703,40.8105627,-81.3813525,1,1,1
18702,41.2304932,-75.7574364,1,1,1
18707,41.1357502,-75.9334992,1,1,1
18708,41.295848,-75.9634627,1,1,1
18709,41.2854692,-75.8963876,1,1,1
98466,47.2244324,-122.5410822,1,1,1
98499,47.1686934,-122.503347,1,1,1
67002,37.7009059,-97.1072469,1,1,1
19804,39.7168623,-75.6176775,1,1,1
36732,32.4293136,-87.9141786,1,1,1
81022,38.0501663,-104.4225728,0,1,1
2886,41.7038489,-71.4555684,1,1,1
2888,41.7476708,-71.4061184,1,1,1
2908,41.8398254,-71.436794,1,1,1
2914,41.8151217,-71.3657731,1,1,1
2915,41.7728475,-71.3548388,1,1,1
2920,41.7673443,-71.4655083,1,1,1
30308,33.7711267,-84.3781075,1,0,1
30310,33.726586,-84.4259952,1,1,1
30311,33.7232625,-84.4759938,1,1,1
30316,33.7115456,-84.3317964,1,1,1
30318,33.7923335,-84.447713,1,1,1
6825,41.1965831,-73.2432544,1,1,1
6831,41.0887241,-73.6588376,1,1,1
6851,41.1382333,-73.4015257,1,1,1
